"Pin Code","OLD","Name of Location ","State Name","Zone","Region","Cntrl St.","EXP","CGO","SFC","To Pay","COD","Station Type "
382006,"GHR","Gandhinagar","Gujarat",,"WEST","AMD","Y","Y","Y","N","N","Associate Station"
382007,"GHR","Gandhinagar","Gujarat",,"WEST","AMD","Y","Y","Y","N","N","Associate Station"
382008,"GHR","Gandhinagar","Gujarat",,"WEST","AMD","Y","Y","Y","N","N","Associate Station"
382009,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382010,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382011,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382012,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382013,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382014,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382015,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382016,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382017,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382018,"GHR","Gandhinagar","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382019,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382020,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382021,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382022,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382023,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382024,"GHR","Gandhinagar","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382025,"GHR","Gandhinagar","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382026,"GHR","Gandhinagar","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382027,"GHR","Gandhinagar","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382028,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382029,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382030,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382041,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382042,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382043,"GHR","Gandhinagar","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382044,"GHR","Gandhinagar","Gujarat","B","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382210,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382247,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","N","Associate Station"
382325,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382330,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382345,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382346,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382350,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382405,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382410,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382415,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382420,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382423,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382424,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382425,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382426,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382427,"AMD","Ahmedabad","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382428,"AMD","Ahmedabad","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382440,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382442,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382443,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","N","N","N","N","Associate Station"
382445,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382449,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382475,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","Y","Y","Y","Y","Associate Station"
382480,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","N","N","N","N","Associate Station"
382481,"AMD","Ahmedabad","Gujarat","A","WEST","AMD","Y","Y","Y","N","N","Associate Station"
382715,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","N","N","N","N","Associate Station"
382721,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","N","N","N","N","Associate Station"
382725,"AMD","Ahmedabad","Gujarat","C","WEST","AMD","Y","N","N","N","N","Associate Station"
384001,"MHS","Mehsana","Gujarat","B","WEST","AMD","Y","N","N","N","N","Associate Station"
384002,"MHS","Mehsana","Gujarat","B","WEST","AMD","Y","N","N","N","N","Associate Station"
387001,"NDD","Mehsana","Gujarat","B","WEST","PNQ","Y","Y","N","N","N","Associate Station"
387110,"NDD","Mehsana","Gujarat","C","WEST","PNQ","Y","N","N","N","N","Associate Station"
387310,"NDD","Mehsana","Gujarat","C","WEST","PNQ","Y","N","N","N","N","Associate Station"
387325,"NDD","Mehsana","Gujarat","C","WEST","PNQ","Y","N","N","N","N","Associate Station"
388001,"AND","Anand","Gujarat","B","WEST","BDQ","Y","Y","N","N","N","Associate Station"
388120,"AND","Anand","Gujarat","B","WEST","BDQ","Y","N","N","N","N","Associate Station"
388121,"AND","Anand","Gujarat","B","WEST","BDQ","Y","N","N","N","N","Associate Station"
388325,"AND","Anand","Gujarat","B","WEST","BDQ","Y","N","N","N","N","Associate Station"
390001,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390002,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390003,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390004,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390005,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390006,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390007,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390008,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390009,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390010,"BDQ","Vadodra","Gujarat","A","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390011,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390012,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390013,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390014,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390015,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390016,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390017,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390018,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390019,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390020,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390021,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
390022,"BDQ","Vadodra","Gujarat","B","WEST","BDQ","Y","Y","Y","Y","Y","Associate Station"
391310,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","N","N","N","N","Associate Station"
391320,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","N","N","N","N","Associate Station"
391340,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","N","N","N","N","Associate Station"
391345,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","N","N","N","N","Associate Station"
391346,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","N","N","N","N","Associate Station"
391347,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","N","N","N","N","Associate Station"
391350,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","N","N","N","N","Associate Station"
391750,"BDQ","Vadodra","Gujarat","C","WEST","BDQ","Y","Y","Y","N","N","Associate Station"
392001,"BHC","Bharuch","Gujarat","B","WEST","BDQ","Y","Y","N","N","N","Associate Station"
392002,"BHC","Bharuch","Gujarat","B","WEST","BDQ","Y","Y","N","N","N","Associate Station"
392011,"BHC","Bharuch","Gujarat","C","WEST","BDQ","Y","Y","N","N","N","Associate Station"
392012,"BHC","Bharuch","Gujarat","C","WEST","BDQ","Y","Y","N","N","N","Associate Station"
392013,"BHC","Bharuch","Gujarat","C","WEST","BDQ","Y","Y","N","N","N","Associate Station"
392014,"BHC","Bharuch","Gujarat","C","WEST","BDQ","Y","Y","N","N","N","Associate Station"
392015,"BHC","Bharuch","Gujarat","C","WEST","BDQ","Y","Y","N","N","N","Associate Station"
393001,"ALR","Ankaleshwar","Gujarat","B","WEST","BDQ","Y","Y","N","N","N","Associate Station"
393002,"ALR","Ankaleshwar","Gujarat","B","WEST","BDQ","Y","Y","N","N","N","Associate Station"
393010,"ALR","Ankaleshwar","Gujarat","B","WEST","BDQ","Y","Y","N","N","N","Associate Station"
393135,"ALR","Ankaleshwar","Gujarat","B","WEST","BDQ","Y","N","N","N","N","Associate Station"
394107,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","Y","Y","Y","Associate Station"
394114,"ALR","Ankaleshwar","Gujarat","B","WEST","BDQ","Y","N","N","N","N","Associate Station"
394115,"ALR","Ankaleshwar","Gujarat","B","WEST","BDQ","Y","N","N","N","N","Associate Station"
394116,"ALR","Ankaleshwar","Gujarat","B","WEST","BDQ","Y","N","N","N","N","Associate Station"
394221,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
394270,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
394510,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
394515,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
394516,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
394520,"SRT","Surat","Gujarat","B","WEST","SRT","Y","N","Y","Y","N","Associate Station"
394601,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395001,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395002,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395003,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395004,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395005,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395006,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395007,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395008,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395009,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395010,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
395011,"SRT","Surat","Gujarat","A","WEST","SRT","Y","N","Y","Y","N","Associate Station"
395023,"SRT","Surat","Gujarat","B","WEST","SRT","Y","Y","Y","Y","Y","Associate Station"
396001,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","Y","N","N","N","Associate Station"
396020,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","Y","N","N","N","Associate Station"
396035,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","N","N","N","N","Associate Station"
396105,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","N","Y","Y","N","Associate Station"
396125,"SRT","Surat","Gujarat","C","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
396155,"VAP","Vapi","Gujarat","C","WEST","VAP","Y","N","N","N","N","Associate Station"
396171,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","N","Y","Y","N","Associate Station"
396185,"SRT","Surat","Gujarat","C","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
396191,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","Y","Y","N","N","Associate Station"
396192,"VAP","Vapi","Gujarat","A","WEST","VAP","Y","N","Y","Y","N","Associate Station"
396193,"VAP","Vapi","Gujarat","A","WEST","VAP","Y","N","Y","Y","N","Associate Station"
396194,"VAP","Vapi","Gujarat","A","WEST","VAP","Y","N","Y","Y","N","Associate Station"
396195,"VAP","Vapi","Gujarat","C","WEST","VAP","Y","Y","N","N","N","Associate Station"
396210,"DMN","Daman","Gujarat","C","WEST","VAP","Y","Y","Y","Y","N","Associate Station"
396220,"DMN","Daman","Gujarat","C","WEST","VAP","Y","Y","Y","Y","N","Associate Station"
396230,"VAP","Vapi","Gujarat","C","WEST","VAP","Y","Y","N","N","N","Associate Station"
396310,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","N","Y","Y","N","Associate Station"
396321,"VAP","Vapi","Gujarat","B","WEST","VAP","Y","Y","Y","Y","N","Associate Station"
396445,"SRT","Surat","Gujarat","C","WEST","SRT","Y","Y","N","Y","Y","Associate Station"
396463,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396466,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396469,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396472,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396475,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396510,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396521,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396528,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396530,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396540,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396560,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396570,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396580,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
396590,"SRT","Surat","Gujarat","C","WEST","SRT","Y","N","Y","N","N","Associate Station"
400001,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400002,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400003,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400004,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400005,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400006,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400007,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400008,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400009,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400010,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400011,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400012,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400013,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400014,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400015,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400016,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400017,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400018,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400019,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400020,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400021,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400022,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400023,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400024,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400025,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400026,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400027,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400028,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400029,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400031,"BOM","Mumbai","Maharashtra","B","WEST","BOM","Y","Y","Y","Y","Y","Associate Station"
400032,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400033,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400034,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400035,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400036,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400037,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400038,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400039,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400042,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400043,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400046,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400047,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400048,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400049,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400050,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400051,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400052,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400053,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400054,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400055,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400056,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400057,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400058,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400059,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400060,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400061,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400062,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400063,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400064,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400065,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400066,"CCC","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400067,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400068,"CCC","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400069,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400070,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400071,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400072,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400074,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400075,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400076,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400077,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400078,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400079,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400080,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400081,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400082,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400083,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400084,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400085,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400086,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400087,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400088,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400089,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400090,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400091,"CCC","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400092,"CCC","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400093,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400094,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400095,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400096,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400097,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400098,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400099,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400101,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400102,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400103,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400104,"BOM","Mumbai","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400601,"THA","Thane","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400602,"THA","Thane","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
400603,"THA","Thane","Maharashtra","A","WEST","BOM","Y","Y","Y","Y","Y","Aramex Own Station"
