SKU,Code,mrp,wholesale_price,Mk UP,Promotion Type
62873,BLR1270017,29,12,2.416666667,B1G1
62874,BLR1270018,27,11,2.454545455,B1G1
62882,MUM0010312,59,25,2.36,30%
62883,MUM0010313,59,25,2.36,30%
62884,MUM0010314,67,29,2.310344828,30%
62886,MUM0010316,76,32,2.375,30%
62887,MUM0010317,67,29,2.310344828,30%
62888,MUM0010318,76,32,2.375,30%
62900,MUM0010330,67,29,2.310344828,30%
62901,MUM0010331,63,27,2.333333333,30%
62902,MUM0010332,67,29,2.310344828,30%
62904,MUM0010334,63,27,2.333333333,30%
62908,SRT0150917,107,46,2.326086957,30%
62911,SRT0150920,109,47,2.319148936,30%
62925,SRT0130433,15,7,2.142857143,15%
62930,SRT0130434,15,7,2.142857143,15%
62938,SRT0130436,15,7,2.142857143,15%
62941,SRT0130437,15,7,2.142857143,15%
62945,SRT0130438,15,7,2.142857143,15%
62949,SRT0130439,21,10,2.1,15%
62952,SRT0130441,25,12,2.083333333,15%
62953,SRT0130442,25,12,2.083333333,15%
62954,SRT0130443,25,12,2.083333333,15%
62971,VNS0350209,35,13,2.692307692,B1G1
62972,VNS0350210,50,19,2.631578947,B1G1
62973,VNS0350211,36,14,2.571428571,B1G1
62975,VNS0350213,29,11,2.636363636,B1G1
62976,VNS0350214,27,10,2.7,B1G1
62977,VNS0350215,22,8,2.75,B1G1
62979,VNS0350217,35,13,2.692307692,B1G1
62980,VNS0350218,50,19,2.631578947,B1G1
62981,VNS0350219,27,10,2.7,B1G1
62982,VNS0350220,39,15,2.6,B1G1
62983,VNS0350221,22,8,2.75,B1G1
62985,VNS0350223,39,15,2.6,B1G1
62986,VNS0350224,50,19,2.631578947,B1G1
62988,VNS0350226,50,19,2.631578947,B1G1
63008,SRT0150952,58,25,2.32,30%
63010,SRT0150954,46,19,2.421052632,B1G1
63011,SRT0150955,58,25,2.32,30%
63012,SRT0150956,53,22,2.409090909,B1G1
63013,SRT0150957,58,24,2.416666667,B1G1
63014,SRT0150958,52,22,2.363636364,30%
63015,SRT0150959,53,22,2.409090909,B1G1
63017,SRT0150961,51,22,2.318181818,30%
63018,SRT0150962,52,22,2.363636364,30%
63019,BLR1080016,20,6,3.333333333,B1G1
63020,BLR1080017,20,6,3.333333333,B1G1
63021,BLR1080018,20,6,3.333333333,B1G1
63022,BLR1080019,20,6,3.333333333,B1G1
63023,VNS0020585,55,18,3.055555556,B1G1
63025,VNS0020587,93,33,2.818181818,B1G1
63026,VNS0020588,69,24,2.875,B1G1
63027,VNS0020589,69,24,2.875,B1G1
63028,VNS0020590,55,18,3.055555556,B1G1
63029,VNS0020591,55,18,3.055555556,B1G1
63030,VNS0020592,69,24,2.875,B1G1
63032,VNS0020594,69,24,2.875,B1G1
63033,VNS0020595,69,24,2.875,B1G1
63034,VNS0350186,36,14,2.571428571,B1G1
63035,VNS0350187,58,19,3.052631579,B1G1
63038,VNS0350190,39,15,2.6,B1G1
63039,VNS0350191,29,11,2.636363636,B1G1
63040,VNS0350192,36,14,2.571428571,B1G1
63041,VNS0350193,58,19,3.052631579,B1G1
63042,VNS0350194,35,13,2.692307692,B1G1
63044,VNS0350196,39,15,2.6,B1G1
63046,VNS0350198,36,14,2.571428571,B1G1
63047,VNS0350199,58,19,3.052631579,B1G1
63048,VNS0350200,35,13,2.692307692,B1G1
63049,VNS0350201,45,17,2.647058824,B1G1
63050,VNS0350202,39,15,2.6,B1G1
63051,VNS0350203,29,11,2.636363636,B1G1
63052,VNS0350204,36,14,2.571428571,B1G1
63053,VNS0350205,58,19,3.052631579,B1G1
63055,VNS0350207,47,18,2.611111111,B1G1
63075,VNS0020560,55,18,3.055555556,B1G1
63076,VNS0020561,55,18,3.055555556,B1G1
63077,VNS0020562,60,20,3,B1G1
63078,VNS0020563,60,20,3,B1G1
63079,VNS0020564,60,20,3,B1G1
63080,VNS0020565,56,19,2.947368421,B1G1
63082,VNS0020567,40,15,2.666666667,B1G1
63084,VNS0020569,55,18,3.055555556,B1G1
63085,VNS0020570,55,18,3.055555556,B1G1
63086,VNS0020571,60,20,3,B1G1
63087,VNS0020572,60,20,3,B1G1
63088,VNS0020573,69,24,2.875,B1G1
63089,VNS0020574,60,20,3,B1G1
63090,VNS0020575,40,15,2.666666667,B1G1
63092,VNS0020577,93,33,2.818181818,B1G1
63094,VNS0020579,55,18,3.055555556,B1G1
63095,VNS0020580,55,18,3.055555556,B1G1
63096,VNS0020581,93,33,2.818181818,B1G1
63097,VNS0020582,40,15,2.666666667,B1G1
63098,VNS0020583,60,20,3,B1G1
63099,VNS0020584,55,18,3.055555556,B1G1
63100,SRT0150969,157,68,2.308823529,30%
63101,SRT0150970,157,68,2.308823529,30%
63102,SRT0150971,159,68,2.338235294,30%
63103,SRT0150972,134,58,2.310344828,30%
63105,SRT0150974,151,65,2.323076923,30%
63106,SRT0150975,157,68,2.308823529,30%
63107,SRT0150976,153,66,2.318181818,30%
63108,SRT0150977,157,68,2.308823529,30%
63111,MUM0210132,63,27,2.333333333,30%
63112,MUM0210133,63,27,2.333333333,30%
63113,MUM0210134,63,27,2.333333333,30%
63114,MUM0210135,63,27,2.333333333,30%
63115,MUM0210136,64,27,2.37037037,30%
63116,MUM0210137,64,27,2.37037037,30%
63117,MUM0210138,64,27,2.37037037,30%
63120,MUM0210141,53,22,2.409090909,B1G1
63121,MUM0210142,57,24,2.375,30%
63122,MUM0210143,61,26,2.346153846,30%
63123,MUM0210144,61,26,2.346153846,30%
63124,MUM0210145,61,26,2.346153846,30%
63127,MUM0210148,55,23,2.391304348,B1G1
63128,MUM0210149,57,24,2.375,30%
63129,MUM0210150,55,23,2.391304348,B1G1
63130,MUM0210151,55,23,2.391304348,B1G1
63132,BLR1080020,13,5,2.6,B1G1
63133,BLR1080021,13,5,2.6,B1G1
63134,BLR1080022,13,5,2.6,B1G1
63135,BLR1080023,13,5,2.6,B1G1
63136,BLR1080024,13,5,2.6,B1G1
63137,BLR1080025,13,5,2.6,B1G1
63139,BLR1080027,13,5,2.6,B1G1
63140,BLR1080028,13,5,2.6,B1G1
63150,VNS0140334,63,21,3,B1G1
63151,VNS0140335,58,20,2.9,B1G1
63152,VNS0140336,37,14,2.642857143,B1G1
63154,VNS0140338,30,11,2.727272727,B1G1
63155,VNS0140339,30,11,2.727272727,B1G1
63156,VNS0140340,30,11,2.727272727,B1G1
63157,VNS0140341,63,21,3,B1G1
63158,VNS0140342,58,20,2.9,B1G1
63163,VNS0140347,63,21,3,B1G1
63165,VNS0140349,58,20,2.9,B1G1
63166,VNS0140350,30,11,2.727272727,B1G1
63167,VNS0140351,30,11,2.727272727,B1G1
63168,VNS0140352,30,11,2.727272727,B1G1
63169,VNS0140353,30,11,2.727272727,B1G1
63171,VNS0140355,72,25,2.88,B1G1
63172,VNS0140356,41,16,2.5625,B1G1
63177,SRT0130488,34,14,2.428571429,B1G1
63178,SRT0130489,34,14,2.428571429,B1G1
63179,SRT0130490,35,15,2.333333333,30%
63182,SRT0130493,35,15,2.333333333,30%
63183,SRT0130494,35,15,2.333333333,30%
63184,SRT0130495,35,15,2.333333333,30%
63185,SRT0130496,35,15,2.333333333,30%
63186,SRT0130497,35,15,2.333333333,30%
63187,SRT0130498,35,15,2.333333333,30%
63188,SRT0130499,36,15,2.4,B1G1
63190,SRT0130501,35,15,2.333333333,30%
63191,SRT0130502,35,15,2.333333333,30%
63192,SRT0130503,35,15,2.333333333,30%
63193,SRT0130504,35,15,2.333333333,30%
63194,SRT0130505,35,15,2.333333333,30%
63195,SRT0130506,35,15,2.333333333,30%
63196,SRT0130507,35,15,2.333333333,30%
63197,SRT0130508,35,15,2.333333333,30%
63198,SRT0130509,35,15,2.333333333,30%
63199,SRT0130510,35,15,2.333333333,30%
63200,SRT0130511,36,15,2.4,B1G1
63203,SRT0130514,35,15,2.333333333,30%
63204,SRT0130515,35,15,2.333333333,30%
63205,SRT0130516,35,15,2.333333333,30%
63206,SRT0130517,35,15,2.333333333,30%
63207,SRT0130518,36,15,2.4,B1G1
63208,SRT0130519,36,15,2.4,B1G1
63210,SRT0130521,36,15,2.4,B1G1
63211,SRT0130522,36,15,2.4,B1G1
63212,SRT0130523,36,15,2.4,B1G1
63213,SRT0130524,35,15,2.333333333,30%
63214,SRT0130525,35,15,2.333333333,30%
63215,SRT0130526,35,15,2.333333333,30%
63216,SRT0130527,35,15,2.333333333,30%
63217,SRT0130528,32,13,2.461538462,B1G1
63218,SRT0130529,32,13,2.461538462,B1G1
63225,SRT0130536,32,13,2.461538462,B1G1
63226,SRT0130537,32,13,2.461538462,B1G1
63227,SRT0130538,32,13,2.461538462,B1G1
63228,SRT0130539,32,13,2.461538462,B1G1
63229,SRT0130540,32,13,2.461538462,B1G1
63231,SRT0130542,32,13,2.461538462,B1G1
63233,SRT0130544,32,13,2.461538462,B1G1
63266,SRT0061744,308,140,2.2,20%
63267,SRT0061745,306,139,2.201438849,20%
63268,SRT0061746,164,74,2.216216216,20%
63269,SRT0061747,166,75,2.213333333,20%
63270,SRT0061748,200,90,2.222222222,20%
63271,SRT0061749,174,79,2.202531646,20%
63272,SRT0061750,302,137,2.204379562,20%
63273,SRT0061751,179,81,2.209876543,20%
63274,SRT0061752,150,68,2.205882353,20%
63275,SRT0061753,224,101,2.217821782,20%
63276,SRT0061754,158,71,2.225352113,20%
63277,SRT0061755,190,86,2.209302326,20%
63278,SRT0130448,66,28,2.357142857,30%
63280,SRT0130450,22,9,2.444444444,B1G1
63281,SRT0130451,22,9,2.444444444,B1G1
63285,SRT0130455,32,13,2.461538462,B1G1
63287,SRT0130457,32,13,2.461538462,B1G1
63288,SRT0130458,32,13,2.461538462,B1G1
63290,SRT0130460,35,15,2.333333333,30%
63291,SRT0130461,35,15,2.333333333,30%
63292,SRT0130462,39,16,2.4375,B1G1
63293,SRT0130463,39,16,2.4375,B1G1
63294,SRT0130464,39,16,2.4375,B1G1
63295,SRT0130465,39,16,2.4375,B1G1
63298,SRT0130468,39,16,2.4375,B1G1
63299,SRT0130469,39,16,2.4375,B1G1
63300,SRT0130470,39,16,2.4375,B1G1
63301,SRT0130471,39,16,2.4375,B1G1
63302,SRT0130472,39,16,2.4375,B1G1
63303,SRT0130473,39,16,2.4375,B1G1
63304,SRT0130474,39,16,2.4375,B1G1
63305,SRT0130475,39,16,2.4375,B1G1
63306,SRT0130476,41,17,2.411764706,B1G1
63307,SRT0130477,41,17,2.411764706,B1G1
63308,SRT0130478,41,17,2.411764706,B1G1
63309,SRT0130479,41,17,2.411764706,B1G1
63310,SRT0130480,41,17,2.411764706,B1G1
63311,SRT0130481,41,17,2.411764706,B1G1
63312,SRT0130482,51,21,2.428571429,B1G1
63313,SRT0130483,51,21,2.428571429,B1G1
63314,SRT0130484,51,21,2.428571429,B1G1
63315,SRT0130485,51,21,2.428571429,B1G1
63316,SRT0130486,39,16,2.4375,B1G1
63317,SRT0130487,39,16,2.4375,B1G1
63320,SRT0150965,117,50,2.34,30%
63321,SRT0150966,140,60,2.333333333,30%
63322,SRT0150967,90,39,2.307692308,30%
63323,SRT0150968,93,40,2.325,30%
63326,BLR1290003,9,2,4.5,B1G1
63327,BLR1290004,25,8,3.125,B1G1
63328,BLR1290005,41,13,3.153846154,B1G1
63330,BLR1290007,33,10,3.3,B1G1
63331,BLR1290008,17,5,3.4,B1G1
63335,BLR1290012,14,4,3.5,B1G1
63336,BLR1290013,33,10,3.3,B1G1
63340,BLR1290017,22,7,3.142857143,B1G1
63345,BLR1290022,11,3,3.666666667,B1G1
63346,BLR1290023,11,3,3.666666667,B1G1
63347,BLR1290024,17,5,3.4,B1G1
63349,BLR1290026,14,4,3.5,B1G1
63382,BLR1290059,33,10,3.3,B1G1
63386,BLR1290063,50,16,3.125,B1G1
63404,BLR1290081,33,10,3.3,B1G1
63410,SRT0130547,17,7,2.428571429,B1G1
63412,SRT0151052,162,73,2.219178082,20%
63414,SRT0151053,178,80,2.225,20%
63415,SRT0151054,182,82,2.219512195,20%
63417,SRT0151055,167,75,2.226666667,20%
63419,SRT0151056,167,75,2.226666667,20%
63420,SRT0151057,178,80,2.225,20%
63422,SRT0151058,172,78,2.205128205,20%
63423,SRT0151059,169,76,2.223684211,20%
63425,SRT0151060,170,76,2.236842105,20%
63427,SRT0151061,166,75,2.213333333,20%
63429,SRT0151062,178,80,2.225,20%
63436,SRT0151022,130,56,2.321428571,30%
63437,SRT0151023,98,42,2.333333333,30%
63438,SRT0151024,93,40,2.325,30%
63439,SRT0151025,93,40,2.325,30%
63440,SRT0151026,98,42,2.333333333,30%
63441,SRT0151027,98,42,2.333333333,30%
63442,SRT0151028,125,54,2.314814815,30%
63443,SRT0151029,88,38,2.315789474,30%
63476,SRT0151030,140,63,2.222222222,20%
63477,SRT0151031,140,63,2.222222222,20%
63478,SRT0151032,160,72,2.222222222,20%
63479,SRT0151033,160,72,2.222222222,20%
63480,SRT0151034,180,81,2.222222222,20%
63481,SRT0151035,180,81,2.222222222,20%
63482,SRT0151036,148,66,2.242424242,20%
63483,SRT0151037,148,66,2.242424242,20%
63484,SRT0151038,172,78,2.205128205,20%
63485,SRT0151039,172,78,2.205128205,20%
63486,SRT0151040,148,67,2.208955224,20%
63487,SRT0151041,148,67,2.208955224,20%
63488,SRT0151042,156,70,2.228571429,20%
63489,SRT0151043,156,70,2.228571429,20%
63490,SRT0151044,146,66,2.212121212,20%
63491,SRT0151045,146,66,2.212121212,20%
63492,SRT0151046,140,63,2.222222222,20%
63493,SRT0151047,140,63,2.222222222,20%
63494,SRT0151048,146,66,2.212121212,20%
63495,SRT0151049,146,66,2.212121212,20%
63496,SRT0151050,144,65,2.215384615,20%
63497,SRT0151051,144,65,2.215384615,20%
63513,BLR0201831,62,26,2.384615385,30%
63514,BLR0201832,69,29,2.379310345,30%
63515,BLR0201833,74,31,2.387096774,30%
63518,BLR0201836,60,25,2.4,B1G1
63519,BLR0201837,55,23,2.391304348,B1G1
63520,BLR0201838,78,33,2.363636364,30%
63521,BLR0201839,58,24,2.416666667,B1G1
63522,BLR0201840,60,25,2.4,B1G1
63524,BLR0201842,69,29,2.379310345,30%
63525,BLR0201843,78,33,2.363636364,30%
63526,BLR0201844,71,30,2.366666667,30%
63527,BLR0201845,78,33,2.363636364,30%
63528,BLR0201846,65,27,2.407407407,B1G1
63529,BLR0201847,60,25,2.4,B1G1
63530,BLR0201848,55,23,2.391304348,B1G1
63531,BLR0201849,58,24,2.416666667,B1G1
63532,BLR0201850,65,27,2.407407407,B1G1
63533,BLR0201851,62,26,2.384615385,30%
63534,BLR0201852,58,24,2.416666667,B1G1
63535,BLR0201853,78,33,2.363636364,30%
63536,BLR0201854,69,29,2.379310345,30%
63537,BLR0201855,69,29,2.379310345,30%
63538,BLR0201856,67,28,2.392857143,B1G1
63539,BLR0201857,65,27,2.407407407,B1G1
63551,BLR0050354,36,15,2.4,B1G1
63562,BLR0050365,40,16,2.5,B1G1
63563,BLR0050366,40,16,2.5,B1G1
63564,BLR0050367,40,16,2.5,B1G1
63565,BLR0050368,40,16,2.5,B1G1
63566,BLR0050369,32,13,2.461538462,B1G1
63568,BLR1300001,26,12,2.166666667,15%
63569,BLR1300002,26,12,2.166666667,15%
63570,BLR1300003,33,16,2.0625,15%
63574,BLR1300010,37,18,2.055555556,15%
63575,BLR1300011,37,18,2.055555556,15%
63577,BLR1300013,22,10,2.2,20%
63580,BLR1300016,44,21,2.095238095,15%
63582,BLR1300018,48,23,2.086956522,15%
63586,BLR1300022,44,21,2.095238095,15%
63587,BLR1300023,26,12,2.166666667,15%
63588,BLR1300024,48,23,2.086956522,15%
63589,BLR1300025,44,21,2.095238095,15%
63590,BLR1300026,26,12,2.166666667,15%
63591,BLR1300027,44,21,2.095238095,15%
63592,BLR1300028,22,10,2.2,20%
63593,BLR1300029,44,21,2.095238095,15%
63594,BLR1300030,44,21,2.095238095,15%
63595,BLR1300031,44,21,2.095238095,15%
63596,BLR1300032,44,21,2.095238095,15%
63610,BLR0400020,192,83,2.313253012,30%
63613,BLR0400023,209,90,2.322222222,30%
63614,BLR0400024,155,67,2.313432836,30%
63615,BLR0400025,178,77,2.311688312,30%
63616,BLR0400026,206,89,2.314606742,30%
63617,BLR0400027,165,71,2.323943662,30%
63618,BLR0400028,178,77,2.311688312,30%
63619,BLR0400029,177,76,2.328947368,30%
63620,BLR0400030,208,90,2.311111111,30%
63621,BLR0400031,192,83,2.313253012,30%
63622,BLR0400032,180,78,2.307692308,30%
63623,BLR0400033,199,86,2.313953488,30%
63624,BLR0400034,192,83,2.313253012,30%
63625,BLR0400035,204,88,2.318181818,30%
63626,BLR0400036,208,90,2.311111111,30%
63627,BLR0400037,161,70,2.3,30%
63628,BLR0400038,177,76,2.328947368,30%
63629,BLR0400039,176,76,2.315789474,30%
63630,BLR0400040,161,70,2.3,30%
63647,SRT0071353,122,52,2.346153846,30%
63648,SRT0071354,84,36,2.333333333,30%
63649,SRT0071355,108,46,2.347826087,30%
63650,SRT0071356,88,38,2.315789474,30%
63651,SRT0071357,114,49,2.326530612,30%
63653,SRT0071359,88,38,2.315789474,30%
63654,SRT0071360,122,52,2.346153846,30%
63655,VNS0020596,545,214,2.546728972,B1G1
63656,VNS0020597,395,154,2.564935065,B1G1
63657,VNS0020598,408,160,2.55,B1G1
63659,VNS0020600,408,160,2.55,B1G1
63660,VNS0020601,408,160,2.55,B1G1
63661,VNS0020602,508,200,2.54,B1G1
63662,VNS0020603,440,172,2.558139535,B1G1
63663,VNS0020604,408,160,2.55,B1G1
63664,VNS0020605,486,190,2.557894737,B1G1
63665,VNS0020606,408,160,2.55,B1G1
63666,VNS0020607,486,190,2.557894737,B1G1
63667,VNS0020608,408,160,2.55,B1G1
63668,VNS0020609,408,160,2.55,B1G1
63669,VNS0020610,408,160,2.55,B1G1
63670,VNS0020611,408,160,2.55,B1G1
63672,VNS0140361,72,25,2.88,B1G1
63673,VNS0140362,41,16,2.5625,B1G1
63674,VNS0140363,16,6,2.666666667,B1G1
63675,VNS0140364,30,11,2.727272727,B1G1
63676,VNS0140365,23,9,2.555555556,B1G1
63678,VNS0140367,72,25,2.88,B1G1
63679,VNS0140368,41,16,2.5625,B1G1
63680,VNS0140369,16,6,2.666666667,B1G1
63681,SRT0071313,37,15,2.466666667,B1G1
63682,SRT0071314,32,13,2.461538462,B1G1
63683,SRT0071315,36,15,2.4,B1G1
63684,SRT0071316,34,14,2.428571429,B1G1
63685,SRT0071317,35,15,2.333333333,30%
63686,SRT0071318,34,14,2.428571429,B1G1
63687,SRT0071319,35,15,2.333333333,30%
63688,SRT0071320,35,15,2.333333333,30%
63689,SRT0071321,36,15,2.4,B1G1
63691,SRT0071323,80,34,2.352941176,30%
63692,SRT0071324,102,44,2.318181818,30%
63698,BLR1300033,33,16,2.0625,15%
63710,BLR1300045,26,12,2.166666667,15%
63711,BLR1300046,26,12,2.166666667,15%
63712,BLR1300047,26,12,2.166666667,15%
63714,BLR1300049,26,12,2.166666667,15%
63736,SRT0040609,92,39,2.358974359,30%
63737,SRT0040610,92,39,2.358974359,30%
63738,SRT0040611,92,39,2.358974359,30%
63739,SRT0040612,92,39,2.358974359,30%
63740,SRT0040613,76,32,2.375,30%
63741,SRT0040614,76,32,2.375,30%
63742,SRT0040615,76,32,2.375,30%
63743,SRT0040616,76,32,2.375,30%
63744,SRT0040617,80,34,2.352941176,30%
63746,SRT0040619,80,34,2.352941176,30%
63747,SRT0040620,80,34,2.352941176,30%
63748,SRT0040621,80,34,2.352941176,30%
63749,SRT0040622,80,34,2.352941176,30%
63750,SRT0040623,80,34,2.352941176,30%
63751,SRT0040624,80,34,2.352941176,30%
63752,SRT0040625,84,36,2.333333333,30%
63753,SRT0040626,84,36,2.333333333,30%
63755,SRT0040628,84,36,2.333333333,30%
63756,SRT0040629,71,30,2.366666667,30%
63758,SRT0040631,71,30,2.366666667,30%
63759,SRT0040632,71,30,2.366666667,30%
63763,SRT0040636,67,29,2.310344828,30%
63764,SRT0040637,88,38,2.315789474,30%
63765,SRT0040638,88,38,2.315789474,30%
63766,SRT0040639,88,38,2.315789474,30%
63767,SRT0040640,88,38,2.315789474,30%
63768,SRT0040641,92,39,2.358974359,30%
63769,SRT0040642,92,39,2.358974359,30%
63770,SRT0040643,92,39,2.358974359,30%
63771,SRT0040644,92,39,2.358974359,30%
63772,SRT0040645,101,43,2.348837209,30%
63773,SRT0040646,101,43,2.348837209,30%
63774,SRT0040647,101,43,2.348837209,30%
63775,SRT0040648,101,43,2.348837209,30%
63776,SRT0040649,80,34,2.352941176,30%
63777,SRT0040650,80,34,2.352941176,30%
63778,SRT0040651,80,34,2.352941176,30%
63779,SRT0040652,80,34,2.352941176,30%
63781,SRT0040654,88,38,2.315789474,30%
63782,SRT0040655,88,38,2.315789474,30%
63783,SRT0040656,88,38,2.315789474,30%
63787,BLR1330004,12,5,2.4,B1G1
63788,BLR1330005,16,7,2.285714286,20%
63789,BLR1330006,12,5,2.4,B1G1
63790,BLR1330007,12,5,2.4,B1G1
63791,BLR1330008,16,7,2.285714286,20%
63792,BLR1330009,12,5,2.4,B1G1
63793,BLR1330010,16,7,2.285714286,20%
63794,BLR1330011,14,6,2.333333333,30%
63795,BLR1330012,16,7,2.285714286,20%
63796,BLR1330013,14,6,2.333333333,30%
63797,BLR1330020,14,6,2.333333333,30%
63804,MUM0020112,270,135,2,15%
63805,MUM0020113,216,108,2,15%
63806,MUM0020114,155,70,2.214285714,20%
63807,MUM0020115,220,109,2.018348624,15%
63808,MUM0020116,200,99,2.02020202,15%
63809,MUM0020117,238,118,2.016949153,15%
63810,MUM0020118,287,143,2.006993007,15%
63811,MUM0020119,341,189,1.804232804,10%
63812,MUM0020120,131,59,2.220338983,20%
63813,MUM0020121,298,148,2.013513514,15%
63814,MUM0020122,331,183,1.808743169,10%
63815,MUM0020123,119,54,2.203703704,20%
63816,MUM0020124,298,148,2.013513514,15%
63817,MUM0020125,140,63,2.222222222,20%
63818,MUM0020126,265,132,2.007575758,15%
63819,MUM0020127,236,117,2.017094017,15%
63820,MUM0020128,176,79,2.227848101,20%
63821,MUM0020129,190,86,2.209302326,20%
63822,MUM0020130,324,162,2,15%
63823,MUM0020131,182,82,2.219512195,20%
63824,MUM0020132,351,194,1.809278351,10%
63825,MUM0020133,167,75,2.226666667,20%
63826,MUM0020134,384,213,1.802816901,10%
63827,MUM0020135,137,62,2.209677419,20%
63828,MUM0020136,216,108,2,15%
63829,MUM0020137,141,63,2.238095238,20%
63830,MUM0020138,397,220,1.804545455,10%
63831,MUM0020139,216,108,2,15%
63832,MUM0020140,179,81,2.209876543,20%
63833,MUM0020141,365,202,1.806930693,10%
63834,MUM0020142,233,116,2.00862069,15%
63835,MUM0020143,170,76,2.236842105,20%
63836,MUM0020144,188,85,2.211764706,20%
63837,MUM0020145,131,59,2.220338983,20%
63838,MUM0020146,170,77,2.207792208,20%
63839,MUM0020147,365,202,1.806930693,10%
63840,MUM0020148,194,87,2.229885057,20%
63841,MUM0020149,204,101,2.01980198,15%
63842,MUM0020150,244,121,2.016528926,15%
63843,MUM0020151,270,135,2,15%
63844,MUM0020152,173,78,2.217948718,20%
63845,MUM0020153,185,83,2.228915663,20%
63846,MUM0020154,141,63,2.238095238,20%
63847,MUM0020155,521,288,1.809027778,10%
63849,MUM0020157,306,152,2.013157895,15%
63850,MUM0020158,170,77,2.207792208,20%
63851,MUM0020159,314,156,2.012820513,15%
63852,MUM0020160,341,189,1.804232804,10%
63853,MUM0020161,135,61,2.213114754,20%
63854,MUM0020162,324,162,2,15%
63855,MUM0020163,140,63,2.222222222,20%
63856,MUM0020164,200,99,2.02020202,15%
63858,BLR0201861,35,15,2.333333333,30%
63859,BLR0201862,35,15,2.333333333,30%
63860,BLR0201863,34,15,2.266666667,20%
63861,BLR0201864,35,15,2.333333333,30%
63862,BLR0201865,32,14,2.285714286,20%
63863,BLR0201866,30,13,2.307692308,30%
63864,BLR0201867,34,15,2.266666667,20%
63865,BLR0201868,40,17,2.352941176,30%
63866,BLR0201869,33,14,2.357142857,30%
63867,BLR0201870,32,14,2.285714286,20%
63868,BLR0201871,33,14,2.357142857,30%
63869,BLR0201872,32,14,2.285714286,20%
63870,BLR0201873,33,14,2.357142857,30%
63871,BLR0201874,34,15,2.266666667,20%
63872,BLR0201875,31,13,2.384615385,30%
63873,BLR0201876,35,15,2.333333333,30%
63874,BLR0201877,33,14,2.357142857,30%
63875,BLR0201878,33,14,2.357142857,30%
63876,BLR0201879,31,13,2.384615385,30%
63877,BLR0201880,35,15,2.333333333,30%
63878,BLR0201881,33,14,2.357142857,30%
63879,BLR0201882,33,14,2.357142857,30%
63880,BLR0201883,34,15,2.266666667,20%
63881,BLR0201884,33,14,2.357142857,30%
63882,BLR0201885,36,16,2.25,20%
63883,BLR0201886,31,13,2.384615385,30%
63885,BLR0201888,35,15,2.333333333,30%
63886,BLR0201889,35,15,2.333333333,30%
63887,BLR0201890,37,16,2.3125,30%
63888,BLR0201891,31,13,2.384615385,30%
63889,BLR0201892,34,15,2.266666667,20%
63890,BLR0201893,37,16,2.3125,30%
63891,BLR0201894,31,13,2.384615385,30%
63892,BLR0201895,33,14,2.357142857,30%
63893,BLR0740066,32,14,2.285714286,20%
63894,BLR0740067,32,14,2.285714286,20%
63895,BLR0740068,29,13,2.230769231,20%
63896,BLR0740069,32,14,2.285714286,20%
63898,BLR0740071,32,14,2.285714286,20%
63899,BLR0740072,32,14,2.285714286,20%
63900,BLR0740073,32,14,2.285714286,20%
63901,BLR0740074,32,14,2.285714286,20%
63902,BLR0740075,47,21,2.238095238,20%
63903,BLR0740076,41,18,2.277777778,20%
63904,BLR0740077,31,13,2.384615385,30%
63905,BLR0740078,32,14,2.285714286,20%
63907,BLR0740080,32,14,2.285714286,20%
63908,BLR0740081,32,14,2.285714286,20%
63909,BLR0740082,32,14,2.285714286,20%
63910,BLR0740083,31,13,2.384615385,30%
63911,BLR0740084,25,11,2.272727273,20%
63912,BLR0740085,32,14,2.285714286,20%
63913,BLR0740086,32,14,2.285714286,20%
63914,BLR0740087,32,14,2.285714286,20%
63915,BLR0740088,32,14,2.285714286,20%
63916,BLR0740089,31,13,2.384615385,30%
63917,BLR0740090,29,13,2.230769231,20%
63918,BLR0740091,32,14,2.285714286,20%
63919,BLR0740092,48,20,2.4,B1G1
63920,BLR0740093,66,28,2.357142857,30%
63921,BLR0740094,69,29,2.379310345,30%
63922,BLR0740095,69,29,2.379310345,30%
63923,BLR0740096,62,26,2.384615385,30%
63924,BLR0740097,61,26,2.346153846,30%
63925,BLR0740098,66,28,2.357142857,30%
63927,BLR0740100,57,24,2.375,30%
63928,BLR0740101,84,36,2.333333333,30%
63929,BLR0740102,54,23,2.347826087,30%
63930,BLR0740103,55,23,2.391304348,B1G1
63931,BLR0740104,53,23,2.304347826,30%
63932,BLR0740105,48,20,2.4,B1G1
63933,BLR0740106,68,29,2.344827586,30%
63935,BLR0740108,63,27,2.333333333,30%
63936,BLR0740109,70,30,2.333333333,30%
63937,BLR0740110,74,31,2.387096774,30%
63938,BLR0740111,61,26,2.346153846,30%
63939,VNS0340238,44,17,2.588235294,B1G1
63940,VNS0340239,56,19,2.947368421,B1G1
63941,VNS0340240,41,16,2.5625,B1G1
63943,VNS0340242,25,10,2.5,B1G1
63944,VNS0470001,79,28,2.821428571,B1G1
63945,VNS0470002,70,24,2.916666667,B1G1
63946,VNS0470003,56,19,2.947368421,B1G1
63947,VNS0470004,79,28,2.821428571,B1G1
63948,VNS0470005,70,24,2.916666667,B1G1
63949,VNS0470006,56,19,2.947368421,B1G1
63950,VNS0470007,79,28,2.821428571,B1G1
63951,VNS0470008,70,24,2.916666667,B1G1
63952,VNS0470009,56,19,2.947368421,B1G1
